group,author,book,chunk_id,word_count,n_words,n_sentences,yules_k,simpsons_d,ttr,mattr_100,mean_word_length,mean_sentence_length,std_sentence_length,function_word_ratio,stopword_ratio,mean_dependency_distance,mean_tree_depth,mean_branching_factor
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_052,1000,943,62,89.828608185109,0.00899239676417811,0.5779427359490986,0.7861729857819905,5.2598091198303285,15.209677419354838,10.737539059637085,0.4369034994697773,0.45387062566277836,2.5656565656565657,4.080645161290323,1.1166489925768823
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_053,1000,943,85,83.98097720660917,0.008407012898708328,0.5980911983032874,0.7884004739336494,5.2046659597030756,11.094117647058823,7.967025468120997,0.41251325556733826,0.4591728525980912,2.383654937570942,3.3411764705882354,1.0795334040296924
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_054,1000,965,48,94.32736449300653,0.009442521445617354,0.5647668393782384,0.7788568129330254,5.205181347150259,20.104166666666668,14.223278430290097,0.42590673575129534,0.45699481865284974,2.8064864864864867,4.770833333333333,1.0922279792746115
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_055,1000,970,46,95.82314804973961,0.009592203674741735,0.5628865979381443,0.7691504018369689,5.312371134020618,21.08695652173913,18.01427705165439,0.4381443298969072,0.4690721649484536,2.9066523605150216,4.543478260869565,1.081443298969072
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_056,1000,962,49,80.41545463582885,0.008049913356885261,0.5945945945945946,0.8023638470451913,5.393970893970894,19.632653061224488,11.435165736019997,0.40540540540540543,0.4386694386694387,2.8528138528138527,4.714285714285714,1.0935550935550935
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_057,1000,946,56,85.28174711369559,0.008537199234873654,0.5983086680761099,0.815702479338843,5.260042283298097,16.892857142857142,13.264720355983725,0.4090909090909091,0.4492600422832981,2.623059866962306,4.321428571428571,1.0761099365750528
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_058,1000,965,58,107.21361647292545,0.010732483391739944,0.5616580310880829,0.7635450346420324,5.106735751295337,16.637931034482758,8.541376526108715,0.42590673575129534,0.45595854922279794,2.561269146608315,4.551724137931035,1.100518134715026
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_059,1000,967,56,92.37623370609643,0.009247186127722075,0.5532574974146846,0.7764170506912443,5.210961737331955,17.267857142857142,8.469464208531248,0.42088934850051707,0.4622543950361944,2.5086767895878523,4.5,1.0992761116856256
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_060,1000,959,45,93.33671131620638,0.009343414003365545,0.556830031282586,0.7778720930232559,5.172054223149114,21.31111111111111,13.725600124054033,0.43899895724713245,0.4786235662148071,2.9816017316017316,4.844444444444444,1.0834202294056308
psychographed,andre_luiz,libertação,psychographed_andre_luiz_libertação_061,1000,960,56,86.54513888888889,0.008663538408063956,0.5989583333333334,0.7921370499419279,5.3375,17.142857142857142,14.127516933059312,0.43333333333333335,0.4427083333333333,2.9814410480349345,4.214285714285714,1.1041666666666667
